V1
18
667,333
667,333
1366
667
667
667
268,3995,4095,18,982
18,363,1186
982,3995,268
273
481
904,355
273
1014,981
904,355
263,904,985,355
271,981
981,981,985,1014,1014,263
904,355
904,355
355,904
946,310,333,64,667
333,667
667,333,667,333
333,667
333,667
946,64,310
667,333
667,333
333,667
667,333
946,310,64
333,333,667,667
64,310,273
64,273,333,667,310
273,64,310
64,273,310
273,64,310
667,667,64,333,310,273,333
268
20
666,326
20
326,20,666,326,666
326,20,666
268,982,20
1014,981,20
666,326,20
270,983,20
666,326
667,333,20,326,666
326,20,666
666,326,20
981,20,1014
666,326,20
326,20,666
326,20,666
326,20,666
333,20,667
666,326,20
666,326,20
666,326,20,666,326,20,666,326
326,20,666
666,326,20
20,326,20,666,666,326,20
983,270
666,326
326,20,666
326,20,666
326,20,666
259,983,20
667,333,20
666,326
20,326,666
666,326,20,333,20,667
326,20,666
326,666,326,20,666
326,20,666
666,326,20
333,20,667
326,666,905,327,20
326,20,666
326,666,666,326,20
326,20,666
666,326,20
666,326,20
326,20,666
326,326,20,666,666
666
666
984,269
666,326
667,11,333
1366
1014,981,18
667,333,18
271,981,18
271,981,18,1014,981,18
1014,981,18
271,981,18
268,271,981,982,18,18
1014,1014,981,981,18
271,981,18
982,983,18,18,268,270
982,333,667,268
270,983,18
981,18,1014
981,18,1014
981,18,1014
981,18,1014
1014,981,18
1014,18,981
18,981,1014
18,981,18,981,271,271
18,18,981,981,983,983,270,270,271,271
982,268,1014,981
1014,981
18,271,981
18,270,983,1014,981
18,981,271
268,982,18
271,981,18
1014,981,18
1014,981,18
1014,981,18
18,271,981
981,1014
981,18,18,983,270
1136,333,667
667,333,13,487,13,326,666,13,981,13,1014
487,333,667,667,333,13
487,13
333,667,981,13,1014
667,333,13
667,333,13,13
333,667
667,333
667,333,13
13,333,667
667,333
333,667,13,667,333,333,667
667,333,13,326,666,13,326,666,13
333,667
326,1014,333,981,13,666,667
13,326,666
1014,981,13,667,333
666,13,326,667,333,13
667,333,13
13,326,666
666,326,333,13,667,666,326
667,667,333,333,13
333,13,667
13,326,666
667,333
333,667
667,333,13
333,13,667
333,667,333,333,667,667
333,13,667
333,667
667,333
326,666
333,13,667
333,13,667,667,333
333,667
333,667
326,666
13,333,667
